"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC124906923",110.840051864538,-0.0403927698561014,0.108601028116342,-0.371937269441221,0.709939555554918,0.999943348908314
"ZNF513",106.391334044871,0.00465323157024774,0.110186228031542,0.0422306095178764,0.966314861452751,0.999943348908314
"LOC124907475",110.553555302591,-0.00839367789246527,0.115023658742038,-0.0729734907084609,0.941827212604258,0.999943348908314
"LOC123575601",117.059556020819,-0.0530879113664334,0.105752258977917,-0.502002622729026,0.615665676085877,0.999943348908314
"FAM183EP",103.852833183154,-0.00491892774136178,0.10944462178832,-0.0449444446057441,0.964151590944235,0.999943348908314
"LOC124907888",112.720843377769,-0.0366711065514522,0.109764739999854,-0.334088219509299,0.738312989332704,0.999943348908314
"RPL23AP63",111.104591810525,-0.0512601965317698,0.110230192136802,-0.465028641773145,0.641910945708858,0.999943348908314
"LINC02208",99.5000365447934,-0.0162627947218771,0.116224500273072,-0.139925701411212,0.88871869426713,0.999943348908314
"LOC102723517",116.086604929173,-0.0559583342090148,0.10297845292875,-0.543398474317071,0.586855475938369,0.999943348908314
"JMJD1C-AS2",107.568957907178,0.017773404213726,0.114317211031914,0.155474438654423,0.876447303890381,0.999943348908314
"MTCO1P5",111.735824507181,-0.0450638083050521,0.114775968711263,-0.392624072887744,0.694597156914761,0.999943348908314
"TRY-GTA10-1",112.925450811577,-0.00913973226697972,0.108207365438694,-0.0844649736173269,0.932686750297396,0.999943348908314
"EDN2",110.86738165212,-0.0738879823774224,0.113745694563551,-0.649589267188835,0.515957567713687,0.999943348908314
"LOC124903793",110.568333320216,0.0328654922414716,0.108836499909887,0.301971234546159,0.762673991428275,0.999943348908314
"IPO8P1",110.590503120218,-0.000782204820019824,0.119489788701496,-0.00654620640407938,0.994776920282331,0.999943348908314
"LOC121530612",111.7903286878,0.00145037152714667,0.111235852347524,0.0130387055660383,0.989596912904572,0.999943348908314
"LOC646044",110.678277377355,-0.0503964011272054,0.11240116166486,-0.448361924207415,0.653892016463525,0.999943348908314
"LOC100506444",103.523318269129,0.00422379655933107,0.108774072424614,0.0388309131503593,0.969025198284216,0.999943348908314
"PLD3",112.890635058101,-0.0320863023488399,0.10893372980771,-0.294548827121578,0.768338558604195,0.999943348908314
"LOC101929551",107.663622680151,-0.0440473131933395,0.109776645628078,-0.401244845306818,0.688239866541021,0.999943348908314
"LOC111365193",112.064175794327,-0.0481137511015977,0.108097679356653,-0.445095134215169,0.656251005023876,0.999943348908314
"LOC105369616",113.577602540233,0.00173180388101657,0.117946603353067,0.0146829483154551,0.988285123166585,0.999943348908314
"LOC121530587",107.137603585295,-0.0293232568442147,0.108874270733328,-0.269331373213399,0.787674691518035,0.999943348908314
"LAMA2",107.110777953083,0.00557170305135609,0.110469732614463,0.0504364672520861,0.959774576688931,0.999943348908314
"PCMTD1P2",103.858818598798,-0.0105883932391375,0.109938124971476,-0.0963122960472966,0.923272545653674,0.999943348908314
"LOC115801443",114.839821018826,-0.016229593701744,0.112022639937234,-0.144877800691337,0.884807353976477,0.999943348908314
"GAPDHP54",109.716108110017,0.0222009503444102,0.108714258990683,0.204213785298513,0.838186439238011,0.999943348908314
"LOC126806122",108.127713818965,-0.0318062720271925,0.116538318833098,-0.272925440710573,0.784910529805586,0.999943348908314
"LOC105374126",115.01867325926,-0.0115476425342419,0.109012803846318,-0.105929231492123,0.915638501166052,0.999943348908314
"LOC124900165",106.989432614974,0.00843235446523094,0.109843782059599,0.0767667892266833,0.938809071105302,0.999943348908314
"WASH2P",115.419405357378,-0.00743117250720196,0.105184397831005,-0.0706489998558655,0.943677111566942,0.999943348908314
"GATA3-AS1",104.583502393267,-0.0397890363099203,0.110906021788764,-0.358763533919771,0.719771994714974,0.999943348908314
"RNU5A-1",116.434700235958,-0.0419082313280145,0.102515915436378,-0.408797318441963,0.682688407966901,0.999943348908314
"CARMIL2",107.0122063453,-0.0800364159414679,0.109805883953827,-0.728890047232104,0.466068923384054,0.999943348908314
"LOC105376963",107.316114565667,-0.0537744000249023,0.110358425421803,-0.487270453700023,0.626066683168969,0.999943348908314
"PROKR1",104.526304919121,0.00700769201557039,0.109270653327684,0.0641315101736923,0.948865511989797,0.999943348908314
"LOC105376300",108.500393287051,-0.0457292164259758,0.114074651573624,-0.400870971729088,0.688515122832395,0.999943348908314
"LOC111832674",109.735333670684,-0.00648539646046791,0.109230561155971,-0.0593734609786299,0.952654650829464,0.999943348908314
"CYP3A5",102.420413175682,-0.0208002979471711,0.109607094254629,-0.189771456753063,0.849488223634868,0.999943348908314
"ARF2P",107.973524028488,-0.0127239609959201,0.112310320063246,-0.113292892307268,0.909798352078598,0.999943348908314
"LOC123744822",103.691378065269,0.0147595128116909,0.113950063441849,0.129526148260751,0.89694133590344,0.999943348908314
"LOC124909475",108.314593644435,-0.0267902230800333,0.108071208440696,-0.247894175207031,0.804216286789091,0.999943348908314
"RNU4ATAC15P",104.695690289306,-0.018283721370711,0.112145550388767,-0.163035638126775,0.870490374889561,0.999943348908314
"RNA5SP267",101.471653814883,-0.02965323109288,0.113561709247623,-0.261119978638403,0.793999985278994,0.999943348908314
"DPY19L1",97.4100905569505,-0.0398465254289458,0.121045769962209,-0.329185608397436,0.74201540014303,0.999943348908314
"MIR194-1",111.854555400464,-0.0141956006026679,0.109572675564541,-0.129554202537532,0.896919138853176,0.999943348908314
"SYN1",108.435289664643,-0.029630428860169,0.113058910575713,-0.262079554006724,0.793260109537879,0.999943348908314
"LOC111413012",108.304341772375,0.0077201628490519,0.110967604378583,0.0695713212183385,0.944534863966314,0.999943348908314
"LOC124904845",108.433957356783,0.017828019406207,0.111147350978381,0.160399858829516,0.872566100817146,0.999943348908314
"RNU4-84P",113.46690547861,-0.0230149257012874,0.108422063946692,-0.212271606567121,0.831895145350616,0.999943348908314
"LOC101929470",109.278131097959,-0.0420490787885208,0.110847195336799,-0.379342739893045,0.704433365325833,0.999943348908314
"ST13P9",108.223914538018,-0.000125939212396842,0.11047277235225,-0.00114000228033815,0.999090409978256,0.999943348908314
"LOC105375008",106.598769083397,0.00393576204876441,0.112175847155593,0.035085645872639,0.97201144730014,0.999943348908314
"LDHAP3",111.90511267344,-0.0297236684622314,0.112537068677097,-0.264123357855691,0.791684865821706,0.999943348908314
"FAM86JP",115.558370761548,-0.0031471680526173,0.110773436132214,-0.0284108551878899,0.977334466509115,0.999943348908314
"LOC124902888",108.954027716708,-0.038884768330368,0.108550468219645,-0.358218338143757,0.720179924764782,0.999943348908314
"LOC121852947",111.998112810127,-0.0326450171890905,0.108359743133155,-0.301265176948377,0.763212292854402,0.999943348908314
"LPL",110.299618240011,-0.031540398521839,0.115434881661636,-0.27323108983895,0.784675582659391,0.999943348908314
"LOC105372152",105.170953166101,0.0133322117956364,0.108452547395789,0.122931292217429,0.902161505947891,0.999943348908314
"LOC124901708",109.285819259255,-0.0421284346215172,0.116244444610229,-0.362412455604008,0.717043833025116,0.999943348908314
"LOC121627811",107.577447617988,-0.0170452952962088,0.108222204465873,-0.157502754451688,0.874848637250269,0.999943348908314
"LOC107986018",113.098895057461,-0.0273857026045699,0.110794049785626,-0.247176654861503,0.804771511568523,0.999943348908314
"RN7SL745P",108.045837348875,0.0243362808154072,0.110661100490319,0.219917213072865,0.825935630371864,0.999943348908314
"ASRT3",104.820952430731,0.00892104069653061,0.111689478225251,0.0798735998975573,0.936337786957471,0.999943348908314
"LINC02153",106.680130901996,-0.00682152605539432,0.115019890356461,-0.0593073600944458,0.952707298928289,0.999943348908314
"LOC107986941",116.86815722326,-0.0254754897355951,0.104721802212311,-0.243268251666894,0.807797597231089,0.999943348908314
"LINC00466",105.128801527579,-0.0791087762448137,0.110194700840169,-0.717900004643203,0.472818945020073,0.999943348908314
"EEF1A1P20",103.19825641249,-0.0172357307591801,0.11922312577727,-0.144567009519441,0.885052746133006,0.999943348908314
"KRT125P",117.912467406748,-0.0473479635768044,0.103340228465981,-0.458175526410715,0.646826341176529,0.999943348908314
"NDUFA1",112.106672850199,-0.0302032974250089,0.107595981879468,-0.28071027279479,0.778932628891047,0.999943348908314
"LOC105375253",111.416249696868,-0.0649294898135073,0.114350748366219,-0.567809924650116,0.570164040041845,0.999943348908314
"NRP2",109.671359118447,-0.0195624478583135,0.119096758652587,-0.164256761305977,0.869529018781298,0.999943348908314
"LOC107984998",109.030787621231,-0.0600551960824437,0.115352915823012,-0.52062139612134,0.602630541296317,0.999943348908314
"PIGW",113.183526973227,0.0256000336868845,0.108664093258927,0.235588711221142,0.813751834068288,0.999943348908314
"LINC02280",108.363605810399,-0.00845850567071839,0.115908131967051,-0.0729759467879517,0.941825258147331,0.999943348908314
"LOC121847965",112.363309985701,-0.0182476013421193,0.115394739718736,-0.158132003127666,0.87435278301718,0.999943348908314
"RN7SKP101",106.958691983202,-0.0103230074180136,0.110195501472423,-0.0936790275472088,0.925364130594441,0.999943348908314
"LOC112939919",104.553080444543,-0.00410198575352134,0.112081990416103,-0.0365980809074924,0.970805473720762,0.999943348908314
"TBC1D16",110.212885966157,-0.0337284679367577,0.113578862622975,-0.296960782647731,0.766496450151153,0.999943348908314
"LOC107985255",107.955668538396,-0.0127224152877623,0.10886889796518,-0.116859962078714,0.906971026333187,0.999943348908314
"AGBL5",109.368807396107,-0.0214079762497062,0.113218856783642,-0.18908490032377,0.850026275807908,0.999943348908314
"H4C12",109.019934535067,-0.00753589288746268,0.117392998417975,-0.0641937167379548,0.948815980394456,0.999943348908314
"RPS15P6",105.554488733465,-0.0364943437467217,0.112526113123732,-0.324318886822236,0.745696622181569,0.999943348908314
"LOC125368543",112.267249998593,-0.0432573752356535,0.108388410496691,-0.399095946120312,0.689822509198216,0.999943348908314
"LOC107985705",110.19259565878,0.00521194086174895,0.114911214619577,0.0453562420256675,0.963823358872897,0.999943348908314
"LOC105372461",107.788376557605,-0.0122056157623249,0.114077303677916,-0.106994251869644,0.914793539922073,0.999943348908314
"LOC124904849",106.993918888838,-0.0264789147187695,0.111579052995227,-0.237310803488376,0.812415681491431,0.999943348908314
"LOC124909371",99.658957326161,-0.0251196484592377,0.112602338257779,-0.22308283156369,0.823471040106828,0.999943348908314
"ZFAND2A-DT",116.567372229634,-0.00032729060842652,0.102361062889566,-0.00319741314897856,0.99744883776087,0.999943348908314
"ZNF549",113.69565734565,0.0218501689929705,0.106754919369514,0.204675991720248,0.83782527912939,0.999943348908314
"CDX1",112.93895003324,0.00838572445972729,0.108995482986263,0.0769364402081151,0.938674108352247,0.999943348908314
"SLC25A33",113.15856405505,-0.065279007973218,0.114145146666631,-0.571894731222082,0.56739329371372,0.999943348908314
"FGF13",108.756344578933,-0.0146128303613093,0.113809565840198,-0.1283972068027,0.897834641510857,0.999943348908314
"FSCN3",114.03406382151,-0.0244681571946029,0.111668088772917,-0.219115035132018,0.826560439002647,0.999943348908314
"LOC125316816",106.130276032535,-0.00273209099454709,0.108334609055283,-0.0252190045117798,0.979880278368254,0.999943348908314
"LOC125418077",108.088261504713,-0.0102789526149293,0.113703375347903,-0.0904014729859898,0.927968186214109,0.999943348908314
"LOC112841604",109.82074947527,-0.032951604587891,0.108144999046095,-0.30469836680886,0.760595893600972,0.999943348908314
"APOOL",119.436551143248,-0.0214223540860478,0.0996569718140428,-0.214960917395939,0.829797789632615,0.999943348908314
"CD40",105.621730753626,0.00123273495549625,0.120996194334661,0.0101882126316028,0.991871123068443,0.999943348908314
"LOC125371527",111.251857752783,-0.0127784224384621,0.108660063924871,-0.117599990069003,0.906384612816024,0.999943348908314
"MIR873",105.511895883573,-0.025676583504571,0.110491675161416,-0.232384778917147,0.816239170035419,0.999943348908314
"LOC122056863",117.968172311568,0.00132015403744703,0.102616492613575,0.0128649304202821,0.989735553781284,0.999943348908314
"LOC123477755",111.993489441797,-0.0557703188871011,0.114308453502927,-0.487893215051441,0.62562548065107,0.999943348908314
"LOC124900631",117.779760097883,-0.0399236964451342,0.109660822414221,-0.364065265663709,0.71580927353358,0.999943348908314
"LOC107546745",110.335201080155,-0.00797345994483944,0.108650948773755,-0.0733860130521515,0.941498947550399,0.999943348908314
"KRT18",112.619613511758,-0.00594180960485256,0.110942512393033,-0.0535575540582917,0.957287674899419,0.999943348908314
"FRA7F",107.755873414718,-0.0360829369197989,0.111899590131727,-0.32245816876829,0.747105623138344,0.999943348908314
"PCGF3",103.909034354282,-0.0466529087214735,0.110418136048623,-0.422511286560117,0.672651864293299,0.999943348908314
"LDLR",108.372381430215,-0.0137335957332359,0.111319104889767,-0.123371417213923,0.901812989898876,0.999943348908314
"LOC105375584",112.763247643005,-0.0190070065154692,0.111320206784589,-0.170741746395142,0.864426835907182,0.999943348908314
"DYNLL1P4",111.609534638633,-0.00860958543151173,0.110456404127162,-0.0779455523610925,0.937871364063762,0.999943348908314
"MIR4731",112.141623507034,-0.0352573619510525,0.110925074992444,-0.317848439168997,0.75059990536715,0.999943348908314
"IDSP1",116.51728109874,-0.0173948162920958,0.105890467401188,-0.164271786866253,0.869517190776108,0.999943348908314
"RN7SL217P",104.894158934385,-0.0187664150731748,0.111572183915529,-0.168199764623975,0.86642612611014,0.999943348908314
"LINC01801",113.291482626985,-0.0606878877142142,0.108984799004093,-0.556847269241055,0.577631784686724,0.999943348908314
"LOC124901275",112.07082201131,-0.00939955125568558,0.118853550444738,-0.0790851532874991,0.936964892483349,0.999943348908314
"LOC111465001",108.779604348871,-0.04913359564815,0.123283348860928,-0.398542026170752,0.690230686043851,0.999943348908314
"ALAS2",104.871132632038,0.0168980098348634,0.10838449301501,0.155908002748356,0.876105537170363,0.999943348908314
"PFDN6",107.669569057082,-0.0146927274268404,0.108082992631933,-0.135939309867882,0.891869259123869,0.999943348908314
"LOC122152296",108.994753226205,0.00311959037119425,0.108670373972311,0.0287069074777374,0.977098347268925,0.999943348908314
"UNC93B8",116.853738710941,-0.0475947809723179,0.102378365017545,-0.464891004697733,0.64200951257488,0.999943348908314
"ZCCHC13",117.114845634467,0.00313014481129257,0.104928534201285,0.0298312068792269,0.976201670345799,0.999943348908314
"LOC121838600",113.572620817959,0.00172729926222979,0.11813128374037,0.0146218614370268,0.988333858211927,0.999943348908314
"KCNQ5-DT",109.076521887432,-0.0469970927851953,0.108505030723661,-0.433132846207721,0.664918261670785,0.999943348908314
"OR7E162P",109.270081574845,0.0103253587105958,0.108448885171742,0.0952094500025926,0.924148464070884,0.999943348908314
"ADAR",108.608551405408,0.0279477085645873,0.112326936670977,0.24880682579683,0.803510210894597,0.999943348908314
"LOC108660406",116.645669151553,0.00678588215884539,0.106303332633538,0.0638350839125482,0.949101542293524,0.999943348908314
"ZNF521",113.659367374256,-0.0740877576335535,0.107107642232119,-0.691713084982243,0.489117528022624,0.999943348908314
"LOC113743971",104.600273739648,0.00959661278182392,0.110454902113335,0.0868826335292666,0.930764803750267,0.999943348908314
"MIR6078",120.532870268235,-0.0999521593317643,0.099339628653557,-1.00616602544734,0.314335712210343,0.999943348908314
"LOC124901763",112.029396045697,0.0133070642263807,0.108922311781915,0.12217023315686,0.902764200332191,0.999943348908314
"HMGN2P26",114.69917296925,-0.00825451794347481,0.105386683618735,-0.0783260053360987,0.937568731737597,0.999943348908314
"LOC124903409",101.750585232121,-0.00226972998402631,0.110868422391703,-0.0204722853907603,0.983666620496278,0.999943348908314
"LOC122094912",110.562498723468,-0.0189518315668438,0.109045040212717,-0.173798198706461,0.862024060074595,0.999943348908314
"LOC113788280",107.964452546334,-0.0127220359215647,0.110728559654585,-0.114893898748894,0.908529221162734,0.999943348908314
"HMGB1P34",110.390758676667,0.0100815262127698,0.113818144027932,0.0885757389462938,0.929419089798477,0.999943348908314
"PCDH9-AS2",110.332488987739,-0.0472131290219992,0.116379455474519,-0.405682676804898,0.684975772289061,0.999943348908314
"TCF23",111.692179487206,-0.0190511792867099,0.116707627723307,-0.163238510270099,0.870330646031919,0.999943348908314
"ARHGEF17-AS1",103.808025656106,-0.0186488484342187,0.109367479582748,-0.170515481433481,0.86460476022741,0.999943348908314
"SPATA20P1",106.936309525683,-0.0341561618038783,0.112611340352716,-0.303310143515706,0.761653516671667,0.999943348908314
"LOC110121137",107.02142259824,0.00317605182943385,0.110114195115809,0.0288432551869771,0.976989602566822,0.999943348908314
"USP19",105.742417814559,-0.00726904008420505,0.109757082874732,-0.0662284373255562,0.947195956758266,0.999943348908314
"MIR3650",104.93877627658,0.00041161306392621,0.109816411256439,0.00374819263547985,0.997009381967743,0.999943348908314
"LOC124907938",109.788176525194,0.0298504799029032,0.111217755044807,0.268396713194552,0.788393969224976,0.999943348908314
"LOC124905091",102.166726920605,0.0218448548438037,0.111775991614395,0.195434229911949,0.845053021629191,0.999943348908314
"MTND2P3",104.971006095987,0.0136973775353476,0.118545228973426,0.115545582508581,0.908012692775049,0.999943348908314
"HMGA2",116.124684584431,-0.0166388111759832,0.105279581334066,-0.158044047716965,0.87442208979633,0.999943348908314
"LOC107988033",105.081654621385,-0.0135427159620943,0.109847658698187,-0.123286341489569,0.901880356231387,0.999943348908314
"RPL17P39",108.173646660749,-0.0185826374924053,0.108211950295821,-0.171724448562342,0.86365416415871,0.999943348908314
"MTCYBP1",103.945043072693,-0.00243439715131497,0.109681780379104,-0.0221950914992512,0.982292333043717,0.999943348908314
"LOC124906905",110.310915198037,-0.0261865792744103,0.111434582823022,-0.23499508510746,0.814212547938243,0.999943348908314
"ERVW-18",104.975972446911,0.0195365453065997,0.110690774077884,0.176496600275407,0.859903819345497,0.999943348908314
"BMP7",103.857751255365,-0.00499583233842161,0.108900494098432,-0.0458752035955504,0.963409718027949,0.999943348908314
"SLC25A20P1",99.5953645216122,-0.00767319955242519,0.113934397161968,-0.0673475240450615,0.946305044024425,0.999943348908314
"INSYN1-AS1",104.209371341974,0.0105617747861669,0.108804131759061,0.0970714495434339,0.922669653726096,0.999943348908314
"LOC124909232",109.218279514052,0.0262570870829085,0.111088531216403,0.236361816970639,0.813151922472238,0.999943348908314
"LOC124904765",106.664058135493,-0.0122154819378174,0.108506498684202,-0.112578344024991,0.910364854848201,0.999943348908314
"LOC105370364",116.59411156954,-0.0323706833083686,0.10286715699118,-0.314684339056285,0.753001336219258,0.999943348908314
"ADAMTS16",112.730564840904,-0.0595636069872395,0.109712754983768,-0.542905034114328,0.587195189707638,0.999943348908314
"LOC114004377",105.842530885023,0.000777194645890585,0.109365351129617,0.00710640653427309,0.994329955667386,0.999943348908314
"LOC124906557",105.10710652274,-0.0190335563914619,0.112112001507037,-0.169772692803698,0.865188903125825,0.999943348908314
"SKA2P1",107.756744987988,-0.012154521660535,0.109041568933065,-0.111466863320685,0.91124614105399,0.999943348908314
"SNORD23",110.470476339794,0.0358135139586878,0.110338113565803,0.324579719566527,0.745499178310845,0.999943348908314
"LINC02539",108.466345865226,0.0125260190445267,0.11360648129429,0.110257961533716,0.912204795768245,0.999943348908314
"UBE2V1P4",107.164239450151,-0.040209545615455,0.111597446653634,-0.360308831619183,0.718616195570325,0.999943348908314
"LOC107987475",115.678828576771,-0.0280919753570594,0.106943773055494,-0.26267986021479,0.792797341028259,0.999943348908314
"LOC113939981",113.29617821312,0.0229716816530752,0.110077008952459,0.208687371429181,0.834692299230597,0.999943348908314
"CCDC166",112.528087701771,-0.00808882657249688,0.111443812755159,-0.0725821054800767,0.942138666914491,0.999943348908314
"MEG8",108.641440739371,-0.00654237970381171,0.109052061301024,-0.0599931778066288,0.952161068226492,0.999943348908314
"RPL36AP5",106.406037644832,0.00461934952507941,0.109247128604925,0.0422834868437095,0.966272709102506,0.999943348908314
"LOC110120646",106.09200260663,-0.051448891333786,0.110595735076014,-0.465197788128306,0.64178982255335,0.999943348908314
"MIR10397",116.740210287449,0.00918204978017335,0.105963911653329,0.0866526125442901,0.930947644376548,0.999943348908314
"LINC00339",104.560804276235,-0.0096490571398505,0.111117064873762,-0.0868368612041059,0.930801187272773,0.999943348908314
"LOC124903948",102.420481414719,0.00995364953086222,0.110934797555077,0.0897252237371273,0.928505571139356,0.999943348908314
"LOC126806746",109.341091243306,-0.0450216298589782,0.113699334966489,-0.395970916384406,0.692126483730101,0.999943348908314
"LOC107986626",115.558009229761,-0.052516399870556,0.105099428262352,-0.49968302148574,0.617298289424519,0.999943348908314
"LINC02522",106.898479677348,-0.0181117702428641,0.116573508745938,-0.155367805582117,0.876531363357872,0.999943348908314
"OR51T1",107.818668183593,-0.0282891531889888,0.113549529591274,-0.249134921921885,0.803256417120363,0.999943348908314
"LOC124903029",103.766453608185,-0.0131810913340018,0.111390531947647,-0.118332241560682,0.905804411786621,0.999943348908314
"LOC113121299",110.494427965922,-0.0265546508481223,0.11010377215611,-0.241178393147802,0.809416856456766,0.999943348908314
"BMPR2",110.604602909162,-0.0113424692076364,0.117039683727613,-0.0969113111586479,0.922796826085715,0.999943348908314
"TNXA",108.338676678432,-0.0613917950611848,0.109382133740249,-0.561259805069926,0.574620438541774,0.999943348908314
"KTI12",101.509311314361,0.0466409153881674,0.111128332031813,0.419703189415418,0.674702294863566,0.999943348908314
"BTNL3",110.888964928425,-0.0455624879898592,0.110170621734861,-0.413562956007553,0.679194207312375,0.999943348908314
"ELK1",102.015709099179,-0.019713492575333,0.11087061372362,-0.177806290713562,0.858875106801259,0.999943348908314
"LOC126807392",118.127361119297,-0.0379424139420313,0.105225328035344,-0.360582519916565,0.718411558512565,0.999943348908314
"MIR95",112.723487750602,-0.0314972728196456,0.111716779650956,-0.281938603297147,0.777990588566565,0.999943348908314
"MIR10526",100.386517954781,0.0472945368902132,0.116895550773559,0.404587998236379,0.685780382008427,0.999943348908314
"LOC100420500",106.066486326369,-0.016153845730835,0.111937979913717,-0.144310677602781,0.885255147058307,0.999943348908314
"LINC03030",109.143308417634,-0.039369000694779,0.115385274371118,-0.341196057376915,0.73295599116082,0.999943348908314
"LILRB1-AS1",104.188641280072,0.0161548593003993,0.111349711155312,0.145082184163607,0.884645984432037,0.999943348908314
"TRAJ59",113.012624306936,0.0211646473589676,0.113659708689927,0.186210642301631,0.852279578569375,0.999943348908314
"LINC02664",99.8476309692817,0.0059275931737678,0.115880893552743,0.051152463465169,0.95920403087831,0.999943348908314
"LOC107986796",116.036505511085,-0.0238968397155108,0.104470885146008,-0.228741621956325,0.81906974265914,0.999943348908314
"LOC124902788",100.686628230009,-0.00790029974567262,0.115417380749156,-0.0684498270051962,0.945427558593494,0.999943348908314
"LOC107986032",108.766854178764,-0.0200530281436967,0.109558583797278,-0.183034751350947,0.854770751556437,0.999943348908314
"FTH1P20",102.817560934101,-0.0217482364578649,0.109694126994214,-0.198262541977401,0.842839657089787,0.999943348908314
"ITPRID2-DT",110.553498657358,-0.0423684514706877,0.111897934009871,-0.378634796482928,0.704959078909952,0.999943348908314
"LOC125371424",115.842743086042,-0.0234043537409449,0.107773356620478,-0.217162705837983,0.8280815475586,0.999943348908314
"C1orf53",108.532337630125,-0.0379282657197397,0.110362823988169,-0.343668858308714,0.731095333666163,0.999943348908314
"TEX53",118.461756346802,-0.0290057200807446,0.101807357148552,-0.28490789755421,0.775714705266634,0.999943348908314
"LOC110121359",112.025300109003,0.000795408899952245,0.116702095944738,0.00681572077616239,0.994561883725743,0.999943348908314
"LOC124900161",105.596847247431,-0.0176047329696703,0.10840873979767,-0.162392192756111,0.870997018516393,0.999943348908314
"LOC101927452",114.360570672186,0.0100846884198109,0.107926007299461,0.0934407625386261,0.925553408333212,0.999943348908314
"ZDHHC12",109.041384938484,-0.0365778434059583,0.112196560339963,-0.326015728959294,0.744412454733262,0.999943348908314
"RN7SL390P",114.521917620378,-0.0179971293947728,0.10740365337701,-0.167565337201324,0.86692524246823,0.999943348908314
"LOC121853018",114.744575090481,-0.0184803756620456,0.104745445179705,-0.176431305727328,0.859955111993405,0.999943348908314
"LOC124908112",112.729257419603,0.00900550016240141,0.10903170999115,0.0825952391568692,0.934173386944161,0.999943348908314
"LOC124906737",107.125407144264,-0.023964110417928,0.109087443617478,-0.219677990639872,0.826121946892876,0.999943348908314
"MRPS36P5",111.714533916782,-0.039741862531118,0.111116825555824,-0.357658368409312,0.720598992028188,0.999943348908314
"EXTL2P1",119.805498425871,-0.0173116448109202,0.10456151358682,-0.165564213993,0.868499911639107,0.999943348908314
"LOC100422044",112.886704099755,0.00122704266814521,0.108420967401935,0.0113173927289945,0.990970219834195,0.999943348908314
"LOC105375074",106.884441536147,-0.0181180533205958,0.108389332591559,-0.167157162862785,0.867246389200987,0.999943348908314
"CDY14P",109.304018195966,-0.000387225413308677,0.113574561556257,-0.00340943788822704,0.99727966741828,0.999943348908314
"LOC124901569",110.631704165875,-0.00607537389732659,0.110730491525235,-0.0548663138187373,0.95624496911502,0.999943348908314
"RNU4-66P",104.138808066282,0.00252410426184668,0.110236109662875,0.0228972545345252,0.98173223038677,0.999943348908314
"LOC124903227",112.760776251341,0.0319672186014136,0.110500991397445,0.289293500421507,0.772356785696335,0.999943348908314
"LOC105374769",111.934269549289,-0.0117328183363165,0.114170830435774,-0.102765463748788,0.918149116036739,0.999943348908314
"LOC126806495",111.087962236139,0.000432345698664121,0.108879380068814,0.00397086848208421,0.996831713671318,0.999943348908314
"HOXA4",111.480915887876,-0.0520166589968105,0.114921028661455,-0.452629597930643,0.65081548224278,0.999943348908314
"SNORD5",104.28326819083,-0.0364431784538743,0.113731656065891,-0.320431265264973,0.748641427720519,0.999943348908314
"LOC120961775",108.42788798013,-0.0350963293661824,0.109239182648867,-0.321279677448652,0.747998455778611,0.999943348908314
"NDE1",112.894552518828,-0.049594657181986,0.110549078557928,-0.448621171962084,0.653704958132848,0.999943348908314
"LOC125467776",104.121194408352,0.0329233155904639,0.109320866438377,0.301162226966271,0.763290791946531,0.999943348908314
"LOC123575600",110.181478365032,-1.83702327986221e-05,0.110873031502445,-0.000165687115700602,0.999867800809063,0.999943348908314
"SPATA19",107.246427116679,-0.0321503557191584,0.113241978718857,-0.283908459414835,0.776480533467369,0.999943348908314
"IGKV1D-17",108.852499822949,-0.0595899250527776,0.11118022718073,-0.535975924531174,0.591975189634863,0.999943348908314
"BAGE2",111.902651596234,-0.0015340412333911,0.110353462412503,-0.0139011608684903,0.988908835580583,0.999943348908314
"TTR",106.36045344499,0.0209334013830278,0.109106685131104,0.191861766837421,0.847850486647852,0.999943348908314
"H2AC14",106.493913484473,-0.0468554654238741,0.112585573227802,-0.416176460984645,0.677280883017397,0.999943348908314
"CABYRP1",111.318512610727,-0.0104071559899609,0.112166870284733,-0.0927827973049674,0.926076117812734,0.999943348908314
"LOC121331325",102.180789599875,0.0472809864466206,0.112394508003478,0.420669900037798,0.673996143615593,0.999943348908314
"LINC01588",106.4460776856,-0.000948036342054186,0.114860316553261,-0.00825381968727713,0.993414479477645,0.999943348908314
"MIR548Y",114.471965424197,-0.0303714390493522,0.109876730718584,-0.276413748850422,0.782230297879302,0.999943348908314
"ZNF444P1",115.446802299095,-0.022629646336354,0.107203633152254,-0.211090293033396,0.832816814613435,0.999943348908314
"LOC112486210",110.627998673125,-0.0114803442198556,0.111665401125769,-0.102810217884099,0.918113595542699,0.999943348908314
"LINC01404",103.766048634566,-0.0378365625271098,0.112363897004875,-0.336732380556969,0.736318651294455,0.999943348908314
"MIR106A",104.624041060365,-0.0206849081658666,0.10874862071553,-0.190208464528255,0.849145778472759,0.999943348908314
"LOC107985432",109.478801704462,-0.0244204823526817,0.109307899342203,-0.223410041722878,0.823216389659368,0.999943348908314
"SEBOX",112.683364628959,-0.0264239845234891,0.107248686893455,-0.246380494613791,0.805387703980509,0.999943348908314
"LOC124908895",105.425454203893,0.00173128078237002,0.108183157498249,0.0160032376795624,0.987231808731604,0.999943348908314
"PRELID1P5",109.314298183271,-0.000354530202666725,0.111274316275455,-0.0031860919440664,0.997457870729468,0.999943348908314
